gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TenureGroup,EngagementScore,churn_prob,risk_band,recommended_action,top_drivers
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,0-1yr,3,0.5982299448756178,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,4-6yr,6,0.011984078051092657,Low,No offer; monitor,High monthly charges
Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,0-1yr,1,0.7701030366701169,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,4-6yr,0,0.10713172415478636,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,2-4yr,5,0.07172208973132005,Low,No offer; monitor,No dominant driver flagged
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,1-2yr,0,0.04352849089648205,High,Priority retention offer + contract/autopay push,Low service engagement
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,0-1yr,0,0.6231659391672627,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Low service engagement
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,4-6yr,4,0.21236640658894404,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0-1yr,1,0.8462672296358036,High,Priority retention offer + contract/autopay push,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,1-2yr,0,0.011777432551531278,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,4-6yr,4,0.2618746458405472,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,0-1yr,3,0.7911838183983496,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,0-1yr,0,0.44553906343903255,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,1-2yr,2,0.1498602206140772,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,0-1yr,1,0.7598651839500735,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0-1yr,2,0.5485884759597742,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,4-6yr,3,0.04276392750836606,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,4-6yr,3,0.027692610154073382,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,0-1yr,0,0.3685530780569647,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,0-1yr,2,0.4757911528215093,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,2-4yr,2,0.07693245628742,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract
Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,1-2yr,0,0.08219663330790937,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,1-2yr,2,0.5912273844484317,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,4-6yr,4,0.07479236188081781,Low,No offer; monitor,Month-to-month contract
Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,0-1yr,2,0.40929228373947674,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low tenure (early lifecycle)
Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,4-6yr,5,0.04428341358056241,Medium,Low-cost nudge + service engagement bundle,No dominant driver flagged
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,1-2yr,4,0.5742051750497541,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,1-2yr,0,0.016757780167817912,Low,No offer; monitor,Low service engagement
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,2-4yr,3,0.3906896712948051,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,4-6yr,6,0.03621790874977673,High,Priority retention offer + contract/autopay push,High monthly charges
Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,2-4yr,3,0.2402895672961308,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,0-1yr,1,0.45227838001226894,Low,No offer; monitor,Month-to-month contract; Electronic check payment; Low service engagement
Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,4-6yr,4,0.12622299121957958,Low,No offer; monitor,Month-to-month contract
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,0-1yr,0,0.1578519141066772,Low,No offer; monitor,Month-to-month contract; Low service engagement
Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,4-6yr,4,0.39138572973092955,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,0-1yr,0,0.7486596692596575,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,0-1yr,2,0.2892644764080916,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low tenure (early lifecycle)
Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,4-6yr,0,0.0023885183902356564,Low,No offer; monitor,Low service engagement
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,0-1yr,0,0.24644296439611313,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,4-6yr,0,0.004104598807654871,High,Priority retention offer + contract/autopay push,Low service engagement
Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,4-6yr,6,0.007789959992504609,Medium,Low-cost nudge + service engagement bundle,High monthly charges
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,0-1yr,0,0.19936496400469822,High,Priority retention offer + contract/autopay push,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,0-1yr,2,0.8766057414748228,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,2-4yr,5,0.058408053776608584,Low,No offer; monitor,No dominant driver flagged
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,4-6yr,0,0.0029465182529613836,Low,No offer; monitor,Low service engagement
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,0-1yr,0,0.7359049496730871,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,0-1yr,1,0.6713342033027238,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,0-1yr,2,0.7795835288289772,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,4-6yr,3,0.0629669737269799,Low,No offer; monitor,Electronic check payment
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,0-1yr,0,0.1577750598705039,Low,No offer; monitor,Month-to-month contract; Low service engagement
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,4-6yr,2,0.0455488250521903,Low,No offer; monitor,Month-to-month contract
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,0-1yr,0,0.6443157457042434,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Low tenure (early lifecycle)
Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,4-6yr,0,0.01162133205834972,Low,No offer; monitor,Low service engagement
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,0-1yr,0,0.17929983171818373,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,4-6yr,0,0.035740636669909516,Low,No offer; monitor,Low service engagement
Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,4-6yr,4,0.11149378156554698,Low,No offer; monitor,Fiber optic internet; High monthly charges
Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,2-4yr,2,0.09267167446720034,Medium,Low-cost nudge + service engagement bundle,Electronic check payment
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,4-6yr,3,0.13215449185051742,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,4-6yr,4,0.09299951876790487,High,Priority retention offer + contract/autopay push,Fiber optic internet; High monthly charges
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,4-6yr,6,0.028193396053589767,Low,No offer; monitor,Electronic check payment; High monthly charges
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,4-6yr,4,0.11478820682334837,Low,No offer; monitor,Fiber optic internet; High monthly charges
Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,2-4yr,4,0.048978602344577155,Low,No offer; monitor,No dominant driver flagged
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,1-2yr,1,0.4553824391315056,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,4-6yr,0,0.008765735523391693,Low,No offer; monitor,Low service engagement
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,0-1yr,2,0.7752168621235962,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0-1yr,0,0.17903131734101524,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,2-4yr,2,0.02921057813683395,Low,No offer; monitor,No dominant driver flagged
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,4-6yr,2,0.12017950648914559,Medium,Low-cost nudge + service engagement bundle,Month-to-month contract; Fiber optic internet; High monthly charges
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,2-4yr,0,0.0260898332914274,Low,No offer; monitor,Low service engagement
Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,4-6yr,0,0.00597696823663107,Medium,Low-cost nudge + service engagement bundle,Low service engagement
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,0-1yr,1,0.2920527536886681,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,4-6yr,6,0.08637113044299152,Low,No offer; monitor,Fiber optic internet; Electronic check payment; High monthly charges
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,0-1yr,1,0.39415952926169845,Low,No offer; monitor,Month-to-month contract; Low tenure (early lifecycle); Low service engagement
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,4-6yr,3,0.5876402979825712,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; Electronic check payment
Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,0-1yr,3,0.0459162459056749,Low,No offer; monitor,Low tenure (early lifecycle)
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,2-4yr,2,0.46165995369934143,Low,No offer; monitor,Month-to-month contract; Fiber optic internet; High monthly charges
